customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charge_per_month,tenure_category_1-2yr,tenure_category_2-4yr,tenure_category_4-6yr,tenure_category_6+yr
5846-QFDFI,0,33,88.6,2888.7,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,84.96176470588235,False,True,False,False
4445-KWOKW,0,42,60.15,2421.6,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,56.31627906976744,False,True,False,False
3511-APPBJ,0,23,99.95,2292.75,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,95.53125,True,False,False,False
7967-HYCDE,0,8,70.7,553.4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,61.48888888888889,False,False,False,False
2430-RRYUW,0,66,54.8,3465.7,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,51.72686567164179,False,False,True,False
3948-XHGNA,0,24,49.55,1210.4,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,48.416000000000004,True,False,False,False
3723-BFBGR,1,24,54.8,1291.3,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,51.652,True,False,False,False
0565-IYCGT,0,69,78.6,5356.45,1,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,76.52071428571428,False,False,True,False
5447-WZAFP,0,53,100.3,5200.8,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,96.31111111111112,False,False,True,False
5110-CHOPY,0,60,53.6,3237.05,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,53.06639344262295,False,False,True,False
5445-UTODQ,0,7,81.1,576.65,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,72.08125,False,False,False,False
4425-OWHWB,0,20,19.35,433.75,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,20.654761904761905,True,False,False,False
7892-QVYKW,0,23,85.6,1868.4,0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,77.85000000000001,True,False,False,False
9675-ICXCT,0,72,80.8,5728.55,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,78.47328767123288,False,False,True,False
1024-VRZHF,0,11,74.95,825.7,1,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,68.80833333333334,False,False,False,False
4703-MQYKT,0,21,19.6,390.4,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,17.745454545454546,True,False,False,False
9497-QCMMS,1,1,93.55,93.55,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,46.775,False,False,False,False
5692-ICXLW,1,31,90.7,2845.15,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,88.9109375,False,True,False,False
0602-DDUML,0,57,69.75,3894.4,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,67.1448275862069,False,False,True,False
2208-MPXIO,0,45,20.0,886.4,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,19.269565217391303,False,True,False,False
1960-UYCNN,0,10,95.25,1021.55,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,92.86818181818181,False,False,False,False
0348-SDKOL,0,58,102.1,5885.4,1,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,99.75254237288135,False,False,True,False
3190-FZATL,0,14,19.95,268.4,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,17.89333333333333,True,False,False,False
7336-RLLRH,0,27,80.85,2204.35,0,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,78.72678571428571,False,True,False,False
4373-MAVJG,0,14,90.9,1259.0,1,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,83.93333333333334,True,False,False,False
8901-HJXTF,0,12,29.2,309.1,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,23.77692307692308,False,False,False,False
7710-JSYOA,0,69,93.3,6398.05,0,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,91.40071428571429,False,False,True,False
5419-KLXBN,0,25,89.15,2257.75,1,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,86.83653846153847,False,True,False,False
3424-NMNBO,1,58,108.85,6287.25,1,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,106.5635593220339,False,False,True,False
9885-MFVSU,0,35,46.35,1662.05,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,46.168055555555554,False,True,False,False
4514-GFCFI,1,16,84.75,1350.15,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,79.42058823529412,True,False,False,False
0607-MVMGC,0,45,78.75,3600.65,0,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,78.275,False,True,False,False
3365-SAIGS,0,17,83.55,1329.15,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,73.84166666666667,True,False,False,False
9828-AOQLM,0,1,45.7,45.7,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,22.85,False,False,False,False
8022-BECSI,0,22,19.6,422.5,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,18.369565217391305,True,False,False,False
8000-REIQB,1,1,69.95,69.95,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,34.975,False,False,False,False
9993-LHIEB,0,67,67.85,4627.65,0,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,68.05367647058823,False,False,True,False
0266-CLZKZ,0,67,105.65,6717.9,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,98.79264705882352,False,False,True,False
7615-ESMYF,0,2,44.6,97.1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,32.36666666666667,False,False,False,False
3858-VOBET,0,23,74.95,1710.45,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,71.26875,True,False,False,False
7020-OZKXZ,1,9,75.5,637.4,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,63.739999999999995,False,False,False,False
3977-QCRSL,0,5,20.15,117.95,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,19.658333333333335,False,False,False,False
0017-DINOC,0,54,45.2,2460.55,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,44.73727272727273,False,False,True,False
1447-PJGGA,0,57,95.25,5464.65,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,94.21810344827585,False,False,True,False
8565-CLBZW,0,24,89.85,2165.05,1,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,86.602,True,False,False,False
9139-WQQDY,0,49,100.45,4941.8,1,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,98.836,False,False,True,False
0224-HJAPT,0,5,47.15,223.15,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37.19166666666667,False,False,False,False
8086-OVPWV,0,2,80.2,181.1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,60.36666666666667,False,False,False,False
9430-FRQOC,0,4,87.1,341.45,1,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,68.28999999999999,False,False,False,False
7639-OPLNG,0,70,79.25,5731.85,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,80.73028169014086,False,False,True,False
3074-GQWYX,0,5,75.9,357.75,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,59.625,False,False,False,False
1492-QGCLU,0,53,85.7,4616.1,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,85.48333333333333,False,False,True,False
6845-RGTYS,0,47,98.75,4533.7,1,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,94.45208333333333,False,True,False,False
7328-OWMOM,0,31,20.1,589.25,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,18.4140625,False,True,False,False
4418-LZMSV,0,13,61.8,750.1,0,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,53.57857142857143,True,False,False,False
5155-AZQPB,0,28,49.9,1410.25,0,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,48.62931034482759,False,True,False,False
8861-HGGKB,0,10,86.45,830.85,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,75.53181818181818,False,False,False,False
1087-GRUYI,0,38,20.4,743.5,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,19.064102564102566,False,True,False,False
7065-YUNRY,0,1,45.3,45.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,22.65,False,False,False,False
7694-VLBWQ,0,67,104.1,7040.85,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,103.54191176470589,False,False,True,False
2546-KZAAT,0,52,75.4,3865.45,0,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,72.93301886792453,False,False,True,False
0181-RITDD,0,62,108.15,6825.65,0,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,108.34365079365078,False,False,True,False
5989-PGKJB,0,16,86.25,1340.1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,78.82941176470588,True,False,False,False
4795-KTRTH,1,5,81.0,371.65,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,61.94166666666666,False,False,False,False
8272-ONJLV,0,12,95.7,1184.0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,91.07692307692308,False,False,False,False
1488-PBLJN,0,72,116.85,8477.7,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,116.13287671232878,False,False,True,False
0308-GIQJT,1,71,105.75,7382.85,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,102.53958333333334,False,False,True,False
3778-FOAQW,0,24,20.15,456.85,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,18.274,True,False,False,False
4452-ROHMO,0,15,19.6,331.6,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,20.725,True,False,False,False
6481-OGDOO,0,67,90.6,6056.15,1,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,89.06102941176471,False,False,True,False
3090-LETTY,0,2,60.95,134.6,0,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44.86666666666667,False,False,False,False
5349-AZPEW,0,5,25.05,125.5,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20.916666666666668,False,False,False,False
3753-TSEMP,0,15,88.15,1390.6,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,86.9125,True,False,False,False
8305-VHZBZ,0,1,20.2,20.2,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,10.1,False,False,False,False
9720-JJJOR,0,41,60.3,2511.3,0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,59.792857142857144,False,True,False,False
8100-HZZLJ,0,43,63.95,2737.05,0,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,62.20568181818182,False,True,False,False
8775-ERLNB,1,1,74.3,74.3,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37.15,False,False,False,False
8309-IEYJD,1,1,70.6,70.6,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,35.3,False,False,False,False
9172-JITSM,0,26,90.8,2361.8,1,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,87.47407407407408,False,True,False,False
6298-QDFNH,0,22,79.35,1730.35,1,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,75.23260869565217,True,False,False,False
7398-HPYZQ,0,71,90.55,6404.0,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,88.94444444444444,False,False,True,False
3546-GHEAE,0,7,19.45,165.35,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,20.66875,False,False,False,False
7361-YPXFS,1,28,64.45,1867.6,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,64.39999999999999,False,True,False,False
6557-BZXLQ,1,16,69.65,1043.3,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,61.370588235294115,True,False,False,False
2550-QHZGP,0,7,19.5,128.6,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,16.075,False,False,False,False
7519-JTWQH,0,69,110.5,7455.45,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,106.50642857142857,False,False,True,False
2538-OIMXF,0,1,24.7,24.7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.35,False,False,False,False
8543-MSDMF,0,3,77.4,206.15,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,51.5375,False,False,False,False
9961-JBNMK,1,21,96.8,2030.3,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,92.28636363636363,True,False,False,False
1170-SASML,0,69,85.4,5869.4,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,83.84857142857142,False,False,True,False
4872-JCVCA,0,71,47.6,3377.8,0,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,46.91388888888889,False,False,True,False
5346-BZCHP,0,69,19.4,1346.2,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,19.231428571428573,False,False,True,False
2038-LLMLM,0,48,103.85,4946.05,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,100.93979591836735,False,True,False,False
6173-ITPWD,0,47,83.35,4065.0,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,84.6875,False,True,False,False
9734-UYXQI,0,2,49.4,106.55,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,35.516666666666666,False,False,False,False
1216-BGTSP,0,45,108.45,4964.7,0,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,107.92826086956521,False,True,False,False
4138-NAXED,0,51,81.0,4085.75,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,78.57211538461539,False,False,True,False
2189-UXTKY,0,22,79.2,1742.75,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,75.77173913043478,True,False,False,False
0744-BIKKF,0,72,86.65,6224.8,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,85.27123287671233,False,False,True,False
7483-IQWIB,0,37,92.95,3415.25,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,89.875,False,True,False,False
5248-KWLAR,0,71,90.35,6325.25,0,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,87.85069444444444,False,False,True,False
4958-GZWIY,0,7,48.7,340.25,1,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,42.53125,False,False,False,False
7996-MHXLW,0,66,25.15,1683.6,0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,25.128358208955223,False,False,True,False
7833-PKIHD,0,51,76.4,3966.3,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,76.275,False,False,True,False
7061-OVMIM,0,30,19.55,608.5,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,19.629032258064516,False,True,False,False
5153-RTHKF,0,34,85.35,2896.6,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,82.75999999999999,False,True,False,False
1852-QSWCD,0,64,24.8,1514.85,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,23.305384615384614,False,False,True,False
4832-VRBMR,1,65,103.15,6792.45,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,102.91590909090908,False,False,True,False
9079-LWTFD,0,47,100.75,4669.2,0,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,97.27499999999999,False,True,False,False
6356-ELRKD,0,1,95.6,95.6,1,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,47.8,False,False,False,False
8624-GIOUT,0,49,59.75,2934.3,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,58.68600000000001,False,False,True,False
3392-EHMNK,0,67,94.1,6302.8,0,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,92.68823529411765,False,False,True,False
5986-WWXDV,0,39,19.35,779.2,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,19.48,False,True,False,False
3061-BCKYI,0,14,19.9,283.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,18.916666666666668,True,False,False,False
6179-GJPSO,1,43,108.15,4600.7,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,104.56136363636364,False,True,False,False
7901-TBKJX,1,56,101.05,5594.0,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,98.14035087719299,False,False,True,False
7228-PAQPD,0,14,59.1,772.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,51.52333333333333,True,False,False,False
3177-LASXD,0,1,71.35,71.35,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,35.675,False,False,False,False
7746-QYVCO,0,16,55.85,857.8,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,50.45882352941176,True,False,False,False
5804-HYIEZ,0,70,106.05,7554.05,0,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,106.39507042253521,False,False,True,False
9919-FZDED,1,72,84.1,5981.65,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,81.94041095890411,False,False,True,False
5934-TSSAU,0,23,75.3,1702.9,0,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,70.95416666666667,True,False,False,False
3486-KHMLI,0,21,24.7,467.15,0,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,21.23409090909091,True,False,False,False
4897-QSUYC,0,1,20.15,20.15,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,10.075,False,False,False,False
1084-UQCHV,0,1,69.75,69.75,1,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34.875,False,False,False,False
8290-YWKHZ,1,32,93.2,2931.0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,88.81818181818181,False,True,False,False
2955-BJZHG,0,17,80.85,1400.85,1,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,77.82499999999999,True,False,False,False
3806-DXQOM,0,4,33.65,137.85,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,27.57,False,False,False,False
6784-XYJAE,0,36,55.8,1941.5,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,52.472972972972975,False,True,False,False
3933-DQPWX,0,50,39.7,1932.75,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,37.89705882352941,False,False,True,False
6661-EIPZC,0,48,29.5,1423.05,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,29.041836734693877,False,True,False,False
8957-THMOA,0,50,20.15,970.85,0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,19.03627450980392,False,False,True,False
2251-PYLPB,0,72,79.55,5810.9,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,79.60136986301369,False,False,True,False
5555-RNPGT,0,10,24.8,223.9,0,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,20.354545454545455,False,False,False,False
1057-FOGLZ,0,18,19.65,391.7,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,20.61578947368421,True,False,False,False
9300-RENDD,0,1,79.95,79.95,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,39.975,False,False,False,False
0761-AETCS,0,1,19.3,19.3,1,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,9.65,False,False,False,False
8087-LGYHQ,0,9,94.05,811.65,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,81.16499999999999,False,False,False,False
4137-BTIKL,0,2,90.75,174.75,0,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,58.25,False,False,False,False
2190-BCXEC,0,40,78.85,3126.85,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,76.26463414634146,False,True,False,False
6227-FBDXH,0,69,99.5,6841.45,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,97.735,False,False,True,False
2153-MREFK,0,37,99.2,3754.6,1,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,98.80526315789473,False,True,False,False
2911-WDXMV,0,18,80.55,1406.65,0,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,74.03421052631579,True,False,False,False
7206-PQBBZ,1,11,70.2,834.7,0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,69.55833333333334,False,False,False,False
3106-ULWFW,0,8,85.2,627.4,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,69.71111111111111,False,False,False,False
0925-VYDLG,0,3,75.25,242.0,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60.5,False,False,False,False
4547-FZJWE,0,55,59.45,3157.0,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,56.375,False,False,True,False
7422-WNBTY,0,33,93.35,3092.0,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,90.94117647058823,False,True,False,False
0842-IWYCP,0,46,44.95,2168.9,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46.1468085106383,False,True,False,False
3521-HTQTV,0,34,26.1,980.35,0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,28.01,False,True,False,False
